sentence,word,string,disambiguating_word,Attention,inserted_string,inserted_string_final_token,Attention_inserted_string,Attention_1back,Entropy,Head,Layer,n_params,mpath,revision,step
It was a burning sort of match.,match,match, burning,0.034950438886880875,sort of, of,0.5015846490859985,0.2667827010154724,2.0660924911499023,3,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a burning sort of match.,match,match, burning,0.0390208475291729,sort of, of,0.1424553245306015,0.37719640135765076,2.040168285369873,0,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a burning sort of match.,match,match, burning,0.03415210172533989,sort of, of,0.4372707009315491,0.37016692757606506,2.0675034523010254,1,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a burning sort of match.,match,match, burning,0.028505738824605942,sort of, of,0.12982948124408722,0.2549895942211151,2.075319290161133,2,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a burning sort of match.,match,match, burning,0.005203691311180592,sort of, of,0.3984542489051819,0.10586763173341751,2.0668938159942627,3,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a burning sort of match.,match,match, burning,0.30851173400878906,sort of, of,0.019633354619145393,0.3008304536342621,2.0728275775909424,0,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a burning sort of match.,match,match, burning,0.0001186466688523069,sort of, of,0.7937619686126709,0.6756259799003601,2.0331006050109863,1,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a burning sort of match.,match,match, burning,0.16767942905426025,sort of, of,0.10527943074703217,0.2753787636756897,2.076385498046875,2,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a burning sort of match.,match,match, burning,0.032819706946611404,sort of, of,0.019053956493735313,0.16031043231487274,2.06711483001709,3,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a burning sort of match.,match,match, burning,0.013302866369485855,sort of, of,0.039274346083402634,0.17218200862407684,2.0629162788391113,0,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a burning sort of match.,match,match, burning,0.17339417338371277,sort of, of,0.007904835045337677,0.19493739306926727,2.0726561546325684,1,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a burning sort of match.,match,match, burning,1.3066662631899817e-06,sort of, of,0.015609931200742722,0.14972910284996033,2.053177833557129,2,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a burning sort of match.,match,match, burning,1.7207694824605824e-08,sort of, of,0.0025202997494488955,0.14958690106868744,2.052666425704956,3,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a burning sort of match.,match,match, burning,0.053940705955028534,sort of, of,0.08168607950210571,0.194876566529274,2.0726516246795654,0,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a burning sort of match.,match,match, burning,0.031008919700980186,sort of, of,0.029644250869750977,0.18388503789901733,2.061455488204956,1,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a burning sort of match.,match,match, burning,0.06150589510798454,sort of, of,0.27204424142837524,0.30595943331718445,2.0765910148620605,2,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a burning sort of match.,match,match, burning,0.15447379648685455,sort of, of,0.07893730700016022,0.22832795977592468,2.075138807296753,3,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a burning sort of match.,match,match, burning,0.12628275156021118,sort of, of,0.00315309246070683,0.15858741104602814,2.06329083442688,0,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a burning sort of match.,match,match, burning,0.04397434741258621,sort of, of,0.014334224164485931,0.16469928622245789,2.0609238147735596,1,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a burning sort of match.,match,match, burning,0.058597926050424576,sort of, of,0.16230086982250214,0.27326852083206177,2.0764830112457275,2,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a burning sort of match.,match,match, burning,0.1548549383878708,sort of, of,0.043297283351421356,0.22856761515140533,2.069624900817871,3,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a soccer sort of match.,match,match, soccer,0.005955766420811415,sort of, of,0.3437926769256592,0.24401149153709412,2.071702003479004,0,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a soccer sort of match.,match,match, soccer,0.030614225193858147,sort of, of,0.019045621156692505,0.21789170801639557,2.0735971927642822,1,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a soccer sort of match.,match,match, soccer,0.021639879792928696,sort of, of,0.43126389384269714,0.20998893678188324,2.0660793781280518,2,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a soccer sort of match.,match,match, soccer,0.23796698451042175,sort of, of,0.396066814661026,0.2737111747264862,2.071183204650879,3,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a soccer sort of match.,match,match, soccer,0.02952396683394909,sort of, of,0.12362246215343475,0.3853990137577057,2.034689426422119,0,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a soccer sort of match.,match,match, soccer,0.014110827818512917,sort of, of,0.44087573885917664,0.3431221544742584,2.066589832305908,1,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a soccer sort of match.,match,match, soccer,0.012767168693244457,sort of, of,0.13507802784442902,0.21594549715518951,2.075176477432251,2,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a soccer sort of match.,match,match, soccer,0.008205865509808064,sort of, of,0.4352244436740875,0.11327020078897476,2.0654425621032715,3,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a soccer sort of match.,match,match, soccer,0.41273194551467896,sort of, of,0.01794450357556343,0.30743926763534546,2.0694780349731445,0,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a soccer sort of match.,match,match, soccer,0.000239850181969814,sort of, of,0.7682454586029053,0.6789798140525818,2.0367822647094727,1,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a soccer sort of match.,match,match, soccer,0.10188563913106918,sort of, of,0.10144058614969254,0.254965603351593,2.0756421089172363,2,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a soccer sort of match.,match,match, soccer,0.009858802892267704,sort of, of,0.019948646426200867,0.15182740986347198,2.0661544799804688,3,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a soccer sort of match.,match,match, soccer,0.027660278603434563,sort of, of,0.03550851345062256,0.15710926055908203,2.0644445419311523,0,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a soccer sort of match.,match,match, soccer,0.235585018992424,sort of, of,0.006474020890891552,0.20020738244056702,2.0733323097229004,1,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a soccer sort of match.,match,match, soccer,3.72798399439489e-06,sort of, of,0.019408559426665306,0.14914259314537048,2.0531158447265625,2,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a soccer sort of match.,match,match, soccer,9.657979660460114e-08,sort of, of,0.004841751419007778,0.14953215420246124,2.0528578758239746,3,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a soccer sort of match.,match,match, soccer,0.08817832171916962,sort of, of,0.06737655401229858,0.19959405064582825,2.072956085205078,0,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a soccer sort of match.,match,match, soccer,0.04947362095117569,sort of, of,0.027985727414488792,0.18508027493953705,2.0641660690307617,1,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a soccer sort of match.,match,match, soccer,0.05397119000554085,sort of, of,0.2656656801700592,0.3028111457824707,2.0764665603637695,2,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a soccer sort of match.,match,match, soccer,0.10465879738330841,sort of, of,0.07927056401968002,0.23023104667663574,2.074892520904541,3,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a soccer sort of match.,match,match, soccer,0.08645568788051605,sort of, of,0.0017732371343299747,0.15867666900157928,2.0604166984558105,0,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a soccer sort of match.,match,match, soccer,0.039909351617097855,sort of, of,0.015906820073723793,0.16334210336208344,2.059873342514038,1,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a soccer sort of match.,match,match, soccer,0.03482072800397873,sort of, of,0.13598507642745972,0.27854058146476746,2.0752644538879395,2,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a soccer sort of match.,match,match, soccer,0.28475967049598694,sort of, of,0.03315779194235802,0.23469121754169464,2.0720911026000977,3,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a tennis sort of match.,match,match, tennis,0.013870432041585445,sort of, of,0.34105536341667175,0.25055742263793945,2.07194185256958,0,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a tennis sort of match.,match,match, tennis,0.1057017520070076,sort of, of,0.01757037080824375,0.21516019105911255,2.075037956237793,1,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a tennis sort of match.,match,match, tennis,0.006130140274763107,sort of, of,0.4381006360054016,0.20552247762680054,2.065389633178711,2,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a tennis sort of match.,match,match, tennis,0.3975554406642914,sort of, of,0.31312066316604614,0.27480122447013855,2.069093704223633,3,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a tennis sort of match.,match,match, tennis,0.030477087944746017,sort of, of,0.12240675091743469,0.38668525218963623,2.0335044860839844,0,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a tennis sort of match.,match,match, tennis,0.010073552839457989,sort of, of,0.438992440700531,0.3576899468898773,2.065633773803711,1,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a tennis sort of match.,match,match, tennis,0.009720520116388798,sort of, of,0.11771426349878311,0.2167748212814331,2.0751447677612305,2,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a tennis sort of match.,match,match, tennis,0.0004461883509065956,sort of, of,0.4220588207244873,0.11421170085668564,2.064690589904785,3,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a tennis sort of match.,match,match, tennis,0.23445431888103485,sort of, of,0.025946589186787605,0.3024882376194,2.071974992752075,0,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a tennis sort of match.,match,match, tennis,0.00014355816529132426,sort of, of,0.7643254995346069,0.6801764965057373,2.0373587608337402,1,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a tennis sort of match.,match,match, tennis,0.1042075827717781,sort of, of,0.1005072370171547,0.2551078200340271,2.075730323791504,2,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a tennis sort of match.,match,match, tennis,0.007027909159660339,sort of, of,0.022411353886127472,0.15085479617118835,2.0658786296844482,3,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a tennis sort of match.,match,match, tennis,0.026846447959542274,sort of, of,0.026721954345703125,0.1578570008277893,2.063260078430176,0,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a tennis sort of match.,match,match, tennis,0.24573703110218048,sort of, of,0.006103996653109789,0.20044448971748352,2.073892831802368,1,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a tennis sort of match.,match,match, tennis,3.0211801913537784e-06,sort of, of,0.014496921561658382,0.14851218461990356,2.053011894226074,2,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a tennis sort of match.,match,match, tennis,8.975463572369335e-08,sort of, of,0.0026902747340500355,0.1492539644241333,2.0527377128601074,3,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a tennis sort of match.,match,match, tennis,0.023871103301644325,sort of, of,0.06732847541570663,0.19098803400993347,2.070331335067749,0,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a tennis sort of match.,match,match, tennis,0.03302478790283203,sort of, of,0.035546448081731796,0.18449756503105164,2.0654048919677734,1,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a tennis sort of match.,match,match, tennis,0.06315495073795319,sort of, of,0.24757571518421173,0.2953818440437317,2.0768001079559326,2,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a tennis sort of match.,match,match, tennis,0.12487655878067017,sort of, of,0.07243052870035172,0.2394520342350006,2.075791358947754,3,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a tennis sort of match.,match,match, tennis,0.09753675758838654,sort of, of,0.002013344783335924,0.15606097877025604,2.061859130859375,0,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a tennis sort of match.,match,match, tennis,0.022508827969431877,sort of, of,0.016193557530641556,0.15829545259475708,2.058964729309082,1,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a tennis sort of match.,match,match, tennis,0.0446697436273098,sort of, of,0.12564373016357422,0.2746395170688629,2.0750911235809326,2,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a tennis sort of match.,match,match, tennis,0.3092603087425232,sort of, of,0.03296442702412605,0.24764475226402283,2.070375919342041,3,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a cough type of medicine.,medicine,medicine, cough,0.007626632694154978,type of, of,0.3191990256309509,0.26719823479652405,2.0721263885498047,0,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a cough type of medicine.,medicine,medicine, cough,0.003424634924158454,type of, of,0.022451644763350487,0.21241894364356995,2.0728249549865723,1,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a cough type of medicine.,medicine,medicine, cough,0.041749123483896255,type of, of,0.2648884654045105,0.16352978348731995,2.072599172592163,2,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a cough type of medicine.,medicine,medicine, cough,0.025899440050125122,type of, of,0.1218058168888092,0.17560817301273346,2.0731191635131836,3,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a cough type of medicine.,medicine,medicine, cough,0.007874641567468643,type of, of,0.15030686557292938,0.37083619832992554,2.04317307472229,0,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a cough type of medicine.,medicine,medicine, cough,0.06190751865506172,type of, of,0.44604986906051636,0.35582053661346436,2.069645881652832,1,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a cough type of medicine.,medicine,medicine, cough,0.08623354136943817,type of, of,0.05006185919046402,0.19337870180606842,2.0712080001831055,2,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a cough type of medicine.,medicine,medicine, cough,0.0008699079626239836,type of, of,0.20182548463344574,0.12939327955245972,2.0568745136260986,3,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a cough type of medicine.,medicine,medicine, cough,0.13610118627548218,type of, of,0.0308483075350523,0.36197102069854736,2.067028284072876,0,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a cough type of medicine.,medicine,medicine, cough,0.00018702780653256923,type of, of,0.653398871421814,0.6793810129165649,2.0506081581115723,1,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a cough type of medicine.,medicine,medicine, cough,0.1374780386686325,type of, of,0.20010091364383698,0.2803574204444885,2.0765743255615234,2,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a cough type of medicine.,medicine,medicine, cough,0.052126117050647736,type of, of,0.035575173795223236,0.15762919187545776,2.0657310485839844,3,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a cough type of medicine.,medicine,medicine, cough,0.011952933855354786,type of, of,0.02071518637239933,0.17358702421188354,2.0639233589172363,0,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a cough type of medicine.,medicine,medicine, cough,0.1606798768043518,type of, of,0.009250043891370296,0.2829919755458832,2.0527877807617188,1,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a cough type of medicine.,medicine,medicine, cough,1.591209183970932e-05,type of, of,0.00045768418931402266,0.14647792279720306,2.053374767303467,2,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a cough type of medicine.,medicine,medicine, cough,6.991041345827398e-07,type of, of,1.864196929091122e-05,0.14881069958209991,2.051967144012451,3,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a cough type of medicine.,medicine,medicine, cough,0.011015389114618301,type of, of,0.005442482419312,0.16935355961322784,2.0497279167175293,0,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a cough type of medicine.,medicine,medicine, cough,0.015311461873352528,type of, of,0.018753480166196823,0.17801067233085632,2.0618414878845215,1,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a cough type of medicine.,medicine,medicine, cough,0.21467335522174835,type of, of,0.17632293701171875,0.2846890389919281,2.0764107704162598,2,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a cough type of medicine.,medicine,medicine, cough,0.1272585541009903,type of, of,0.07968753576278687,0.21869340538978577,2.0768351554870605,3,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a cough type of medicine.,medicine,medicine, cough,0.01937778852880001,type of, of,0.0027818125672638416,0.15506473183631897,2.066579818725586,0,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a cough type of medicine.,medicine,medicine, cough,0.014831655658781528,type of, of,0.022205960005521774,0.16149215400218964,2.0608971118927,1,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a cough type of medicine.,medicine,medicine, cough,0.2886001169681549,type of, of,0.07817047834396362,0.2661859691143036,2.06754207611084,2,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a cough type of medicine.,medicine,medicine, cough,0.28920578956604004,type of, of,0.034071940928697586,0.2710440158843994,2.074978828430176,3,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a prescription type of medicine.,medicine,medicine, prescription,0.02471165545284748,type of, of,0.31370362639427185,0.22948157787322998,2.072613477706909,0,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a prescription type of medicine.,medicine,medicine, prescription,0.00518755940720439,type of, of,0.022411927580833435,0.1871948093175888,2.0728747844696045,1,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a prescription type of medicine.,medicine,medicine, prescription,0.040351394563913345,type of, of,0.26527485251426697,0.15937583148479462,2.0725626945495605,2,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a prescription type of medicine.,medicine,medicine, prescription,0.03420119360089302,type of, of,0.12076772749423981,0.17567966878414154,2.0733325481414795,3,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a prescription type of medicine.,medicine,medicine, prescription,0.013331679627299309,type of, of,0.1527935266494751,0.38101038336753845,2.044060707092285,0,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a prescription type of medicine.,medicine,medicine, prescription,0.050781428813934326,type of, of,0.4539681077003479,0.38928237557411194,2.069106340408325,1,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a prescription type of medicine.,medicine,medicine, prescription,0.03865959867835045,type of, of,0.05502735823392868,0.244376078248024,2.0698037147521973,2,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a prescription type of medicine.,medicine,medicine, prescription,0.04524703323841095,type of, of,0.18750937283039093,0.06742008030414581,2.0586471557617188,3,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a prescription type of medicine.,medicine,medicine, prescription,0.22602184116840363,type of, of,0.027415508404374123,0.3420884907245636,2.070892333984375,0,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a prescription type of medicine.,medicine,medicine, prescription,0.00020067855075467378,type of, of,0.654392421245575,0.6791880130767822,2.050377130508423,1,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a prescription type of medicine.,medicine,medicine, prescription,0.16508165001869202,type of, of,0.1882927268743515,0.28923070430755615,2.07670259475708,2,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a prescription type of medicine.,medicine,medicine, prescription,0.012577640824019909,type of, of,0.03773466870188713,0.1530887633562088,2.064242124557495,3,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a prescription type of medicine.,medicine,medicine, prescription,0.028021136298775673,type of, of,0.027636950835585594,0.17469468712806702,2.0649008750915527,0,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a prescription type of medicine.,medicine,medicine, prescription,0.14908933639526367,type of, of,0.009931410662829876,0.2636120915412903,2.0523955821990967,1,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a prescription type of medicine.,medicine,medicine, prescription,1.9644681742647663e-05,type of, of,0.0028838925063610077,0.1471787542104721,2.0540831089019775,2,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a prescription type of medicine.,medicine,medicine, prescription,2.4648936687299283e-06,type of, of,0.0002931406779680401,0.14911332726478577,2.0524940490722656,3,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a prescription type of medicine.,medicine,medicine, prescription,0.007514954544603825,type of, of,0.005079018883407116,0.1784229874610901,2.0520012378692627,0,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a prescription type of medicine.,medicine,medicine, prescription,0.009384140372276306,type of, of,0.020775990560650826,0.17919403314590454,2.059147834777832,1,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a prescription type of medicine.,medicine,medicine, prescription,0.1456063985824585,type of, of,0.17646019160747528,0.2816575765609741,2.076592206954956,2,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a prescription type of medicine.,medicine,medicine, prescription,0.1795853078365326,type of, of,0.09881459921598434,0.20334383845329285,2.0765748023986816,3,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a prescription type of medicine.,medicine,medicine, prescription,0.084770567715168,type of, of,0.0042286645621061325,0.1713736206293106,2.0711958408355713,0,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a prescription type of medicine.,medicine,medicine, prescription,0.010645641945302486,type of, of,0.027655549347400665,0.16302452981472015,2.061952829360962,1,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a prescription type of medicine.,medicine,medicine, prescription,0.4807480275630951,type of, of,0.11088253557682037,0.2538594901561737,2.0655083656311035,2,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a prescription type of medicine.,medicine,medicine, prescription,0.31062784790992737,type of, of,0.0347193144261837,0.27298396825790405,2.074340343475342,3,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was an orthopedic type of medicine.,medicine,medicine, orthopedic,0.0662417933344841,type of, of,0.29165834188461304,0.20290662348270416,2.191934585571289,0,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was an orthopedic type of medicine.,medicine,medicine, orthopedic,0.025217613205313683,type of, of,0.019909918308258057,0.17553603649139404,2.191542148590088,1,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was an orthopedic type of medicine.,medicine,medicine, orthopedic,0.12748859822750092,type of, of,0.20651546120643616,0.17510198056697845,2.1928720474243164,2,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was an orthopedic type of medicine.,medicine,medicine, orthopedic,0.12743282318115234,type of, of,0.09084141254425049,0.18564462661743164,2.1939055919647217,3,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was an orthopedic type of medicine.,medicine,medicine, orthopedic,0.01594412699341774,type of, of,0.15092648565769196,0.37026166915893555,2.1651675701141357,0,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was an orthopedic type of medicine.,medicine,medicine, orthopedic,0.04908088967204094,type of, of,0.4585774540901184,0.31225940585136414,2.186943292617798,1,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was an orthopedic type of medicine.,medicine,medicine, orthopedic,0.05676707252860069,type of, of,0.05481193587183952,0.23641599714756012,2.1897549629211426,2,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was an orthopedic type of medicine.,medicine,medicine, orthopedic,0.006131273694336414,type of, of,0.22834070026874542,0.051733098924160004,2.1751062870025635,3,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was an orthopedic type of medicine.,medicine,medicine, orthopedic,0.17607644200325012,type of, of,0.023810146376490593,0.31008386611938477,2.1895837783813477,0,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was an orthopedic type of medicine.,medicine,medicine, orthopedic,0.00010441526683280244,type of, of,0.6605396866798401,0.7156838178634644,2.1697285175323486,1,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was an orthopedic type of medicine.,medicine,medicine, orthopedic,0.07856452465057373,type of, of,0.2368302196264267,0.24931633472442627,2.194558620452881,2,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was an orthopedic type of medicine.,medicine,medicine, orthopedic,0.015492652542889118,type of, of,0.037572745233774185,0.1349852830171585,2.1828253269195557,3,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was an orthopedic type of medicine.,medicine,medicine, orthopedic,0.022625669836997986,type of, of,0.014472306706011295,0.14935584366321564,2.1850390434265137,0,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was an orthopedic type of medicine.,medicine,medicine, orthopedic,0.11917545646429062,type of, of,0.010482429526746273,0.2586507797241211,2.178375482559204,1,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was an orthopedic type of medicine.,medicine,medicine, orthopedic,1.0875922271225136e-05,type of, of,0.0013344144681468606,0.12798139452934265,2.1741833686828613,2,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was an orthopedic type of medicine.,medicine,medicine, orthopedic,1.1628899301285855e-06,type of, of,9.621155186323449e-05,0.12797145545482635,2.171931266784668,3,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was an orthopedic type of medicine.,medicine,medicine, orthopedic,0.013118973933160305,type of, of,0.002829771488904953,0.16906486451625824,2.1681058406829834,0,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was an orthopedic type of medicine.,medicine,medicine, orthopedic,0.01006647851318121,type of, of,0.0245918408036232,0.18135309219360352,2.1766648292541504,1,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was an orthopedic type of medicine.,medicine,medicine, orthopedic,0.06953667104244232,type of, of,0.18251097202301025,0.24552437663078308,2.195080518722534,2,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was an orthopedic type of medicine.,medicine,medicine, orthopedic,0.10892622917890549,type of, of,0.0834423080086708,0.21768350899219513,2.1955952644348145,3,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was an orthopedic type of medicine.,medicine,medicine, orthopedic,0.06595674157142639,type of, of,0.001622271491214633,0.1753721535205841,2.1886727809906006,0,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was an orthopedic type of medicine.,medicine,medicine, orthopedic,0.03836044669151306,type of, of,0.025558380410075188,0.16252976655960083,2.182598352432251,1,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was an orthopedic type of medicine.,medicine,medicine, orthopedic,0.06700634211301804,type of, of,0.0704229548573494,0.21446391940116882,2.182755708694458,2,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was an orthopedic type of medicine.,medicine,medicine, orthopedic,0.14458425343036652,type of, of,0.03777669742703438,0.2581031620502472,2.194046974182129,3,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a veterinary type of medicine.,medicine,medicine, veterinary,0.016296640038490295,type of, of,0.3164103031158447,0.2494415044784546,2.072378635406494,0,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a veterinary type of medicine.,medicine,medicine, veterinary,0.016022397205233574,type of, of,0.022167831659317017,0.2061922401189804,2.0731709003448486,1,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a veterinary type of medicine.,medicine,medicine, veterinary,0.31870123744010925,type of, of,0.18833081424236298,0.15910248458385468,2.0735082626342773,2,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a veterinary type of medicine.,medicine,medicine, veterinary,0.22252294421195984,type of, of,0.09721914678812027,0.1841486394405365,2.0753493309020996,3,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a veterinary type of medicine.,medicine,medicine, veterinary,0.023964185267686844,type of, of,0.1456814557313919,0.3920310139656067,2.044717788696289,0,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a veterinary type of medicine.,medicine,medicine, veterinary,0.04237117990851402,type of, of,0.44990798830986023,0.344853013753891,2.069370985031128,1,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a veterinary type of medicine.,medicine,medicine, veterinary,0.10645018517971039,type of, of,0.04384908080101013,0.19296039640903473,2.071934938430786,2,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a veterinary type of medicine.,medicine,medicine, veterinary,0.034904107451438904,type of, of,0.20514382421970367,0.05969391018152237,2.061155319213867,3,1,14067712,EleutherAI/pythia-14m,step19000,19000
