sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
They liked the anniversary dinner.,dinner,dinner,They liked the dinner anniversary., anniversary dinner, dinner anniversary,anniversary,True,-17.857637405395508,-18.246000289916992,0.3883628845214844,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
He had a career dream.,dream,dream,He had a dream career., career dream, dream career,career,True,-14.922480583190918,-16.39864730834961,1.4761667251586914,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
It was a battery-powered drill.,drill,drill,It was a drill battery-powered., battery-powered drill, drill battery-powered,battery-powered,False,-24.182693481445312,-26.545808792114258,2.3631153106689453,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
It was a physical examination.,examination,examination,It was an examination physical., physical examination, examination physical,physical,False,-14.647891998291016,-23.82787322998047,9.179981231689453,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
They had an enthusiastic fan.,fan,fan,They had an fan enthusiastic., enthusiastic fan, fan enthusiastic,enthusiastic,False,-14.166001319885254,-28.502147674560547,14.336146354675293,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
She had a steel file.,file,file,She had a file steel., steel file, file steel,steel,True,-19.897457122802734,-26.905990600585938,7.008533477783203,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
It was a plastic film.,film,film,It was a film plastic., plastic film, film plastic,plastic,False,-14.009719848632812,-19.621400833129883,5.61168098449707,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
It was a concrete foundation.,foundation,foundation,It was a foundation concrete., concrete foundation, foundation concrete,concrete,False,-12.6380615234375,-17.94066619873047,5.302604675292969,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
It was a business function.,function,function,It was a function business., business function, function business,business,True,-16.055076599121094,-20.598342895507812,4.543266296386719,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
He was on the parade ground.,ground,ground,He was on the ground parade., parade ground, ground parade,parade,True,-17.918411254882812,-18.354616165161133,0.4362049102783203,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
They liked the national guard.,guard,guard,They liked the guard national., national guard, guard national,national,False,-19.195423126220703,-23.25042724609375,4.055004119873047,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
He had a friendly guide.,guide,guide,He had a guide friendly., friendly guide, guide friendly,friendly,False,-17.188098907470703,-23.459077835083008,6.270978927612305,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
It was a nursing home.,home,home,It was a home nursing., nursing home, home nursing,nursing,True,-14.617437362670898,-18.78506088256836,4.167623519897461,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
They had military intelligence.,intelligence,intelligence,They had intelligence military., military intelligence, intelligence military,military,False,-16.011951446533203,-20.895511627197266,4.8835601806640625,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
It was a special issue.,issue,issue,It was an issue special., special issue, issue special,special,False,-10.838200569152832,-14.709293365478516,3.8710927963256836,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
It was a paper jam.,jam,jam,It was a jam paper., paper jam, jam paper,paper,True,-19.09646224975586,-21.04782485961914,1.9513626098632812,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
It was a backspace key.,key,key,It was a key backspace., backspace key, key backspace,backspace,True,-30.504566192626953,-24.515514373779297,-5.989051818847656,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
They liked the friendly lamb.,lamb,lamb,They liked the lamb friendly., friendly lamb, lamb friendly,friendly,False,-18.625965118408203,-20.694799423217773,2.0688343048095703,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
She had door locks.,lock,locks,She had locks door., door locks, locks door,door,True,-20.834766387939453,-22.699859619140625,1.8650932312011719,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
They liked the women's lunch.,lunch,lunch,They liked the lunch women's., women's lunch, lunch women's,women,True,-16.30592918395996,-21.738723754882812,5.432794570922852,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
He liked the stock market.,market,market,He liked the market stock., stock market, market stock,stock,True,-13.159525871276855,-15.68681812286377,2.527292251586914,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
It was a tennis match.,match,match,It was a match tennis., tennis match, match tennis,tennis,True,-16.34551239013672,-19.546884536743164,3.2013721466064453,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
It was veterinary medicine.,medicine,medicine,It was medicine veterinary., veterinary medicine, medicine veterinary,veterinary,False,-18.77483367919922,-24.31705665588379,5.54222297668457,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
There was a clear message.,message,message,There was a message clear., clear message, message clear,clear,False,-12.614931106567383,-16.788789749145508,4.173858642578125,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
It was a clay mold.,mold,mold,It was a mold clay., clay mold, mold clay,clay,True,-15.456788063049316,-18.58905792236328,3.132269859313965,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
She saw the fast mole.,mole,mole,She saw the mole fast., fast mole, mole fast,fast,False,-22.107528686523438,-21.782743453979492,-0.3247852325439453,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
He liked the civil-rights movement.,movement,movement,He liked the movement civil-rights., civil-rights movement, movement civil-rights,civil-rights,False,-20.344341278076172,-29.663368225097656,9.319026947021484,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
It was a shredded newspaper.,newspaper,newspaper,It was a newspaper shredded., shredded newspaper, newspaper shredded,shredded,False,-22.95258140563965,-21.14059829711914,-1.8119831085205078,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
It was a reddish orange.,orange,orange,It was an orange reddish., reddish orange, orange reddish,reddish,False,-19.0127010345459,-16.950183868408203,-2.0625171661376953,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
He saw the ripped page.,page,page,He saw the page ripped., ripped page, page ripped,ripped,False,-22.19015121459961,-23.13579559326172,0.9456443786621094,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
It was a tree palm.,palm,palm,It was a palm tree., tree palm, palm tree,tree,True,-19.73249053955078,-14.087749481201172,-5.644741058349609,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
It was a consumer panel.,panel,panel,It was a panel consumer., consumer panel, panel consumer,consumer,True,-18.408447265625,-23.513870239257812,5.1054229736328125,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
It was a biblical passage.,passage,passage,It was a passage biblical., biblical passage, passage biblical,biblical,False,-16.597183227539062,-25.354137420654297,8.756954193115234,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
It was a secure perch.,perch,perch,It was a perch secure., secure perch, perch secure,secure,False,-25.372371673583984,-26.596412658691406,1.2240409851074219,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
He saw the plastic pitcher.,pitcher,pitcher,He saw the pitcher plastic., plastic pitcher, pitcher plastic,plastic,True,-20.473430633544922,-25.6497802734375,5.176349639892578,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
It was a sweet port.,port,port,It was a port sweet., sweet port, port sweet,sweet,False,-17.664396286010742,-21.926708221435547,4.262311935424805,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
He was in a yoga position.,position,position,He was in a position yoga., yoga position, position yoga,yoga,True,-15.048250198364258,-20.18592643737793,5.137676239013672,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
It was a challenging post.,post,post,It was a post challenging., challenging post, post challenging,challenging,False,-15.068111419677734,-19.14842987060547,4.080318450927734,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
He had the quickest punch.,punch,punch,He had the punch quickest., quickest punch, punch quickest,quickest,False,-19.758642196655273,-25.48700714111328,5.728364944458008,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
She had a cloudy pupil.,pupil,pupil,She had a pupil cloudy., cloudy pupil, pupil cloudy,cloudy,False,-25.03034210205078,-28.639095306396484,3.608753204345703,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
That was a tennis racket.,racket,racket,That was a racket tennis., tennis racket, racket tennis,tennis,True,-15.218461990356445,-23.298973083496094,8.080511093139648,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
He liked granite rock.,rock,rock,He liked rock granite., granite rock, rock granite,granite,True,-24.632205963134766,-22.828784942626953,-1.8034210205078125,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
He saw the bushy sage.,sage,sage,He saw the sage bushy., bushy sage, sage bushy,bushy,False,-28.153532028198242,-28.59111976623535,0.4375877380371094,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
It was a major scale.,scale,scale,It was a scale major., major scale, scale major,major,False,-15.220735549926758,-22.106063842773438,6.88532829284668,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
It was a panoramic scene.,scene,scene,It was a scene panoramic., panoramic scene, scene panoramic,panoramic,False,-17.376798629760742,-22.74920654296875,5.372407913208008,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
It was a trained seal.,seal,seal,It was a seal trained., trained seal, seal trained,trained,False,-23.670623779296875,-24.731842041015625,1.06121826171875,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
He used the video tape.,tape,tape,He used the tape video., video tape, tape video,video,True,-13.007637023925781,-15.433732986450195,2.426095962524414,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
It was a technical term.,term,term,It was a term technical., technical term, term technical,technical,False,-15.389570236206055,-21.502643585205078,6.113073348999023,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
It was a diseased tick.,tick,tick,It was a tick diseased., diseased tick, tick diseased,diseased,False,-22.780536651611328,-26.428646087646484,3.6481094360351562,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
It was a finger tip.,tip,tip,It was a tip finger., finger tip, tip finger,finger,True,-22.641576766967773,-20.57489585876465,-2.066680908203125,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
She liked the professional title.,title,title,She liked the title professional., professional title, title professional,professional,False,-16.11801528930664,-19.601852416992188,3.483837127685547,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
It was a bell toll.,toll,toll,It was a toll bell., bell toll, toll bell,bell,True,-21.795574188232422,-22.972383499145508,1.176809310913086,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
She saw the snowshoe tracks.,track,tracks,She saw the tracks snowshoe., snowshoe tracks, tracks snowshoe,snowshoe,True,-25.753883361816406,-30.147493362426758,4.393610000610352,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
They were cluttered yards.,yard,yards,They were yards cluttered., cluttered yards, yards cluttered,cluttered,False,-26.235431671142578,-28.017566680908203,1.782135009765625,14067712,EleutherAI/pythia-14m,step45000,seed1,1,45000
