"","sentence","word","string","disambiguating_word","mpath","revision","seed_name","seed","step","0_1","1_1","2_1","3_1","0_2","1_2","2_2","3_2","0_3","1_3","2_3","3_3","0_4","1_4","2_4","3_4","0_5","1_5","2_5","3_5","0_6","1_6","2_6","3_6"
"1755","He made a scholarly contribution.","contribution","contribution","scholarly","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.281306535005569,0.0867254287004471,0.0914107859134674,0.278762757778168,0.00123201881069689,1.3731262527017e-07,0.103568330407143,0.34894934296608,0.111048266291618,0.315658986568451,0.467348486185074,0.298926502466202,0.0699860975146294,0.842854201793671,0.0822120904922485,0.33788725733757,5.91075539208008e-12,4.68211283077835e-08,2.72538352996676e-10,8.81940394738094e-14,0,4.77941152637624e-14,5.06026187251053e-24,5.39083666808438e-05
"1756","That was the noble count.","count","count","noble","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.690543532371521,0.175967425107956,0.00947001669555902,0.317948013544083,4.82239847769961e-05,8.81415189724066e-08,0.0440130494534969,0.424704551696777,0.250401258468628,0.250833213329315,0.426480293273926,0.247733443975449,0.113403998315334,0.818444073200226,0.0696005672216415,0.356825143098831,1.08902920015197e-09,7.21707502787661e-12,1.03229256254167e-08,1.53005871861289e-10,9.49634625158069e-07,3.62400648820179e-23,1.21996567206261e-16,0.953273296356201
"1757","That was the vengeful count.","count","count","vengeful","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.211024701595306,0.140368014574051,0.0330506488680839,0.0869718119502068,0.00150707166176289,3.34727496920095e-06,0.0440663918852806,0.166029810905457,0.167574167251587,0.101724795997143,0.164561003446579,0.127334773540497,0.167861044406891,0.280685216188431,0.0863368511199951,0.139934033155441,2.04727143682248e-06,8.84543827073258e-11,7.70120095694438e-06,2.27751954184896e-07,0.234175488352776,0.33148604631424,1.71175961868335e-17,0.00424043741077184
"1758","That was the final count.","count","count","final","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.190481334924698,0.0813466086983681,0.0103643592447042,0.130960538983345,0.00086501217447221,2.44561931594944e-07,0.171728029847145,0.375468522310257,0.166338950395584,0.0865152403712273,0.215029254555702,0.283658057451248,0.086556650698185,0.76509428024292,0.0744380727410316,0.40889385342598,6.67914942104053e-12,2.21180360268289e-14,2.82919243588253e-09,4.52704505826684e-11,3.12312567300743e-12,8.49460164431548e-08,6.69977197910374e-28,0.00303551810793578
"1759","It was an introductory course.","course","course","introductory","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.44371622800827,0.111698858439922,0.342467159032822,0.0783143192529678,0.014660332351923,4.93638581247069e-05,0.067070834338665,0.638203144073486,0.216483160853386,0.107696764171124,0.522654235363007,0.387246191501617,0.179919615387917,0.876937508583069,0.105321437120438,0.490858912467957,4.24352521122273e-07,0.00098079233430325,1.55947127495892e-05,2.50621496888925e-06,3.10630200410985e-22,0.999975323677063,4.70303657129634e-11,0.0714600011706352
"1760","It was a pass-fail course.","course","course","pass-fail","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.25203076004982,0.0875979289412498,0.188616260886192,0.182056233286858,0.164196461439133,0.100662939250469,0.0221044905483723,0.233223661780357,0.106898173689842,0.0488198511302471,0.121788762509823,0.154785871505737,0.0734363198280334,0.300848543643951,0.0368936583399773,0.170931935310364,3.1926352676237e-05,0.00381235219538211,0.0066523877903819,0.0305448137223721,2.10295973343544e-12,0.33289697766304,0.0210834797471762,0.00469067273661494
"1761","It was a charted course.","course","course","charted","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.149503111839294,0.0736009925603867,0.00344110489822924,0.0820007175207138,0.0026964119169861,4.41493952507699e-08,0.0945339575409889,0.29474550485611,0.12837091088295,0.0783441215753555,0.259540557861328,0.186806350946426,0.0895131453871727,0.442215174436569,0.0674280002713203,0.234067112207413,0.00050361716421321,0.0531724579632282,0.00199969904497265,8.38558662508149e-06,0.00017709683743305,0.5,8.75934253515703e-13,0.231198400259018
"1762","It was a dinner date.","date","date","dinner","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.141413256525993,0.0844827517867088,0.0317009091377258,0.0925352722406387,0.00069018721114844,4.66406184784773e-08,0.0808373466134071,0.300599008798599,0.148115381598473,0.126331269741058,0.390448689460754,0.334930449724197,0.129678979516029,0.845273733139038,0.0344895534217358,0.511768639087677,6.89233670136957e-11,0.102904580533504,2.43368658559007e-09,4.71308842647788e-12,4.34650393334567e-22,0.995566248893738,1.10491899917714e-12,8.93733813427389e-05
"1763","It was a blind date.","date","date","blind","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.0806969702243805,0.0686784163117409,0.0230093225836754,0.0216930769383907,0.00056673493236303,1.12449261013836e-09,0.0278200395405293,0.360879629850388,0.140127539634705,0.0679446682333946,0.34515455365181,0.387087970972061,0.0846115052700043,0.827329158782959,0.0275249220430851,0.424812853336334,1.61298210898941e-10,5.05809044822059e-13,5.93247317937085e-09,6.35128397357548e-13,7.10615394405853e-26,4.26474762207363e-05,1.57232318806666e-30,3.70128464055597e-06
"1764","It was an expiration date.","date","date","expiration","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.563706278800964,0.115884326398373,0.0312597453594208,0.0910021513700485,0.00059793901164084,1.95178427020437e-06,0.0261449404060841,0.333385080099106,0.137537866830826,0.140656903386116,0.491515994071961,0.442218691110611,0.125319883227348,0.743383347988129,0.0562544651329517,0.584969222545624,6.81504616737057e-14,2.75942411281926e-11,5.8959108428791e-11,6.58587068852413e-16,2.28427752171066e-27,1,3.5915165721295e-31,5.95973901340585e-08
"1765","It was about forty degrees.","degree","degrees","forty","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.0299725662916899,0.156588017940521,0.0340850353240967,0.0496058389544487,0.0023905464913696,9.07598476374005e-08,0.827687084674835,0.619405210018158,0.231375694274902,0.218439891934395,0.306341111660004,0.238566890358925,0.11848247051239,0.661207139492035,0.158555969595909,0.358352959156036,7.09993798864161e-07,1.2125444470712e-07,6.32639057585038e-06,2.24434604234602e-08,1.2370724765203e-14,0.00030534653342328,9.59694261665562e-28,7.1169387183545e-07
"1766","It was about fifty degrees.","degree","degrees","fifty","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.0155344782397151,0.0623316243290901,0.0613377131521702,0.0450899302959442,0.00749515974894166,3.08031167151057e-06,0.832069039344788,0.660802900791168,0.246179655194283,0.246490865945816,0.332152426242828,0.246020883321762,0.121277771890163,0.6939737200737,0.116605222225189,0.380880445241928,1.75135596691689e-06,1.52496198779772e-07,1.51047051986097e-05,2.04203143283621e-08,2.27055863599225e-15,0.00551102496683597,1.03332521159316e-29,3.43111673828389e-06
"1767","It was about associate degrees.","degree","degrees","associate","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.0934662818908691,0.183530256152153,0.144702330231667,0.0741537809371948,0.0258550457656384,9.57272483503857e-09,0.254754513502121,0.521733820438385,0.245711788535118,0.203012868762016,0.425408750772476,0.434027493000031,0.276384621858597,0.68190211057663,0.250019818544388,0.325888216495514,0.364774107933044,0.329117119312286,0.315834760665894,0.221553489565849,1.19281900725694e-15,4.47773338295115e-19,8.0306256969081e-31,0.00253302324563264
"1768","They liked the floral design.","design","design","floral","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.210690006613731,0.105491787195206,0.00836898759007454,0.112369179725647,0.00055849383352324,0.00099529139697551,0.0271560829132795,0.336097031831741,0.150482222437859,0.491153538227081,0.52138751745224,0.368546515703201,0.0844538360834122,0.832493305206299,0.0109149729833007,0.424917697906494,1.19142725907295e-07,0.359335094690323,3.20242861562292e-06,0.00010572757310001,8.10327261956141e-23,0.0166815705597401,9.09607241958432e-13,0.00933641009032726
"1769","They liked the geometric design.","design","design","geometric","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.0792701616883278,0.120781004428864,0.0255878008902073,0.0162412077188492,0.0013166427379474,0.00067716109333559,0.0387988463044166,0.366613358259201,0.144561201334,0.260594725608826,0.363208889961243,0.298276513814926,0.0738027021288872,0.81100857257843,0.0136488946154714,0.386578798294067,8.75667094391019e-09,1.09837428681203e-05,5.51449943486659e-07,1.96831067000858e-08,1.10859702374072e-29,0.0507868863642216,1.11843325399652e-12,0.00307583366520702
"1770","They liked the product design.","design","design","product","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.205636352300644,0.135798186063766,0.0210300572216511,0.217109948396683,0.00038159830728545,3.90034110751003e-05,0.0159058142453432,0.399559080600739,0.19159422814846,0.292255073785782,0.366414844989777,0.32906785607338,0.0967491939663887,0.865997970104218,0.00803873129189014,0.251104474067688,1.40284353022935e-08,2.087008624585e-06,4.80593507745652e-06,7.30994145214936e-07,0.00025714197545312,0.602307915687561,2.46416238951497e-05,0.059402335435152
"1771","They liked the turkey dinner.","dinner","dinner","turkey","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.170459315180779,0.122085802257061,0.0354134775698185,0.00272883824072778,0.00226008356548845,4.29260508099105e-05,0.169611260294914,0.433744221925735,0.207700729370117,0.359407991170883,0.254686385393143,0.269759356975555,0.071525864303112,0.839737474918365,0.0170124787837267,0.165258705615997,1.73890113419617e-09,2.21254722418962e-05,5.52826513455784e-08,1.44266723012265e-08,9.00273633419601e-10,0.235108390450478,0.00018800188263412,0.121594287455082
"1772","They liked the light dinner.","dinner","dinner","light","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.0073666195385158,0.148799642920494,0.026291536167264,0.0364845842123032,0.00369394291192293,8.7918324425118e-06,0.223196402192116,0.429930567741394,0.191720575094223,0.191709101200104,0.184920936822891,0.290253788232803,0.076789103448391,0.80753755569458,0.021568899974227,0.171441420912743,9.4376124970541e-11,3.14250048205622e-09,4.39257910045399e-08,2.06809819269793e-10,3.12665801215572e-16,1.9333574527991e-06,8.18436878279558e-25,0.0078348871320486
"1773","They liked the formal dinner.","dinner","dinner","formal","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.0235864743590355,0.0692916512489319,0.0161918513476849,0.02329789288342,0.00147075823042541,5.36353930158384e-08,0.0452090725302696,0.471048891544342,0.167750418186188,0.0479532741010189,0.12903904914856,0.251485466957092,0.0875917077064514,0.710867166519165,0.0482631660997868,0.31356543302536,1.55167365067932e-10,2.22720577874522e-13,1.66314464422612e-08,1.52136858666552e-09,3.8527660532963e-23,2.94099134203761e-22,2.09209883905714e-06,0.800083994865417
"1774","He had a recurring dream.","dream","dream","recurring","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.331371784210205,0.0803074538707733,0.115280009806156,0.148745507001877,0.0158883649855852,2.65443507174723e-08,0.135174006223679,0.272770494222641,0.190978556871414,0.0540575049817562,0.212811008095741,0.270709663629532,0.0767842903733253,0.773533821105957,0.0951446741819382,0.522989928722382,1.90696656700979e-15,2.05899126958301e-13,2.20643503467954e-11,1.23023880528426e-15,0,0.999998450279236,1.07920039101563e-26,0.815122663974762
"1775","He had a bad dream.","dream","dream","bad","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.428801685571671,0.112897671759129,0.0581069774925709,0.0327296853065491,0.00091219751629978,8.07647029432701e-06,0.415541410446167,0.332704931497574,0.131391972303391,0.139956325292587,0.144091933965683,0.229606747627258,0.0656372159719467,0.797889947891235,0.0476894974708557,0.547916114330292,3.53720315028356e-14,1.50907207903091e-17,2.40877789936533e-10,5.91374117750168e-17,1.95494350122045e-27,0.982823133468628,6.58897333263298e-24,0.676572382450104
"1776","He had a childhood dream.","dream","dream","childhood","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.221830621361732,0.168696939945221,0.034500140696764,0.044907383620739,0.0184412561357021,0.001177225029096,0.104186601936817,0.334626197814941,0.132758304476738,0.280504018068314,0.176036134362221,0.240882903337479,0.0768982470035553,0.829950630664825,0.0582873709499836,0.203382343053818,8.31677188597481e-14,1.33038953117892e-11,2.69908317918066e-10,1.30813998075094e-14,2.86422894094841e-16,0.914900958538055,4.56920302720416e-22,1.29138225020142e-05
"1777","It was a grueling drill.","drill","drill","grueling","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.0477938987314701,0.0421390533447266,0.048351526260376,0.108033001422882,0.00417375564575195,2.55582326644799e-05,0.0197739265859127,0.267356604337692,0.104818299412727,0.0547172799706459,0.186677426099777,0.138593763113022,0.0804122984409332,0.402156889438629,0.0309434272348881,0.201649636030197,5.43057265822711e-10,1.92134155807544e-11,4.2220605678267e-08,1.93869309494943e-10,2.57536043402829e-23,1.13186804373555e-09,9.98583225355704e-25,0.0566483661532402
"1778","It was a challenging drill.","drill","drill","challenging","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.0165430922061205,0.0896744281053543,0.00936430040746927,0.0100162560120225,0.0392529927194118,7.59965530505724e-08,0.0655349791049957,0.51653790473938,0.326277792453766,0.0842056721448898,0.132220566272736,0.215451329946518,0.128319427371025,0.727989375591278,0.177033498883247,0.377749174833298,2.91000390451046e-10,1.66995639538925e-09,1.00782230560981e-07,1.50325050185529e-08,2.84962383551024e-11,0.0255652107298374,1.3121225026641e-12,0.997241377830505
"1779","It was an electric drill.","drill","drill","electric","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.550599992275238,0.0925214439630508,0.33191591501236,0.499986052513123,0.00050545763224363,0.00030334194889292,0.312554776668549,0.410165399312973,0.194676235318184,0.255943924188614,0.408082336187363,0.393267303705215,0.184275791049004,0.813900649547577,0.149028062820435,0.376943439245224,7.17552475770766e-11,3.16681280310149e-07,2.82626189118673e-09,5.10060226588394e-06,2.17967198493223e-27,1.8846083094104e-07,3.16811951753657e-20,0.00132196675986051
"1780","It was a multiple-choice examination.","examination","examination","multiple-choice","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.0213675573468208,0.10184408724308,0.0263327546417713,0.0319915786385536,0.139888271689415,0.0610912851989269,0.0496743693947792,0.203689858317375,0.131154403090477,0.10633959621191,0.149496868252754,0.106253370642662,0.0820832103490829,0.289754420518875,0.0161707922816277,0.247477397322655,1.80717663056384e-10,1.70985101077825e-11,6.40449400179932e-08,1.25941229667248e-10,1.21389846770565e-17,0.331784844398499,1.1852981742777e-06,0.0239500440657139
"1781","It was a difficult examination.","examination","examination","difficult","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.154317304491997,0.0322944633662701,0.0213077161461115,0.0247590206563473,0.00745015870779752,3.42039392364768e-08,0.176420509815216,0.411593914031982,0.19967582821846,0.0358418673276901,0.0896743834018707,0.23145717382431,0.0969893932342529,0.705225646495819,0.174058228731155,0.603342056274414,3.28190963294617e-09,4.40487610831042e-08,2.32638370789573e-07,9.4021505858688e-11,2.89367615322359e-26,0.999827325344086,1.62951547871479e-13,0.96753740310669
"1782","It was a prostate examination.","examination","examination","prostate","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.380469709634781,0.0353841558098793,0.00402773916721344,0.0572494529187679,0.0120669640600681,1.90918558473641e-06,0.306991100311279,0.355071574449539,0.0659982934594154,0.43725773692131,0.438588887453079,0.333773344755173,0.0579792857170105,0.844738185405731,0.0109982397407293,0.279934406280518,5.94119057950593e-07,0.917847871780396,1.72417605881492e-06,1.70615130627993e-05,4.77803147401334e-29,9.49068462707814e-11,3.71776942254553e-22,2.89077706217e-10
"1783","They had an electric fan.","fan","fan","electric","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.73979514837265,0.112846590578556,0.0408142879605293,0.499639719724655,0.0007175225764513,1.56054326794219e-07,0.127981618046761,0.325833380222321,0.140217497944832,0.23595817387104,0.366863697767258,0.331710278987885,0.0840563401579857,0.821626305580139,0.0295417290180921,0.169250443577766,2.64352095769027e-08,0.0730535537004471,8.99877989013476e-07,1.20905980338648e-07,0,0.0209642387926578,0,1.06938409771828e-06
"1784","They had a ceiling fan.","fan","fan","ceiling","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.534871995449066,0.117523066699505,0.021628949791193,0.341507077217102,0.0055424952879548,1.62404049319775e-07,0.0138720516115427,0.296334892511368,0.182896435260773,0.289688110351562,0.427765607833862,0.262969970703125,0.0746860131621361,0.840889036655426,0.0781944021582603,0.273818284273148,4.15747329896021e-08,0.190116658806801,2.72630677500274e-06,3.43937572866437e-10,4.16364365207755e-09,1,9.94894611948226e-22,0.0201790574938059
"1785","They had a zealous fan.","fan","fan","zealous","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.442068845033646,0.0849904492497444,0.00389299402013421,0.185475960373878,0.00688743963837623,4.69076803710777e-06,0.0327337495982647,0.301677405834198,0.14611428976059,0.0781083926558495,0.188778400421143,0.147749841213226,0.0499758273363113,0.422699570655823,0.0813768655061722,0.165945068001747,3.04637062242819e-08,2.42370115302037e-05,5.50865934201283e-07,6.6872964943343e-09,3.40563466316723e-09,0.00012857098772656,8.20353115931095e-33,0.138711094856262
"1786","She had a text file.","file","file","text","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.111623346805573,0.073648989200592,0.126523852348328,0.128132313489914,0.00032388442195951,1.26784513554412e-07,0.0560239553451538,0.527468919754028,0.119947291910648,0.151969909667969,0.369942605495453,0.427583396434784,0.0579388216137886,0.853138506412506,0.0680355876684189,0.275812655687332,3.48256661139232e-13,5.07027425555862e-06,4.61544344410036e-11,7.92135562872887e-13,3.65897836660488e-14,0.999999642372131,9.33474470846742e-30,1.21463299365132e-05
"1787","She had a data file.","file","file","data","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.263812154531479,0.196877092123032,0.108263492584229,0.136755123734474,5.7852052123053e-05,0.0002011902979575,0.192728444933891,0.472171157598495,0.0987392961978912,0.212267711758614,0.251292079687119,0.404970318078995,0.0581996999680996,0.859751224517822,0.0504863560199737,0.365485191345215,4.04785336109367e-13,5.64822812521015e-07,3.99128577410757e-11,2.26158432191609e-15,5.15179335154356e-17,0.0570713989436626,2.88513897703111e-31,3.11114745272789e-05
"1788","She had a nail file.","file","file","nail","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.0270603951066732,0.066877968609333,0.0112092327326536,0.0192971099168062,0.00010045369708677,4.92697881782078e-06,0.0429859273135662,0.46384596824646,0.163805782794952,0.175512343645096,0.380410194396973,0.474661439657211,0.0858291909098625,0.873305559158325,0.186314299702644,0.350349366664886,5.94245659624182e-12,0.0190153531730175,2.3528103909598e-09,4.53664964752618e-13,4.27266600331736e-19,0.97023993730545,3.3904804993002e-22,1.97651829125789e-07
"1789","It was an action film.","film","film","action","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.0229652170091867,0.161324724555016,0.0546547211706638,0.513767540454865,0.00169419927988201,1.58305119839497e-05,0.108424589037895,0.256660848855972,0.125009030103683,0.10908268392086,0.347224652767181,0.333272308111191,0.0710458531975746,0.829188227653503,0.0519050657749176,0.299018621444702,8.52772574777561e-11,3.74473785313967e-11,4.56729125630773e-08,3.68272079498411e-10,0.424411952495575,1,1.01029308616912e-12,0.605523705482483
"1790","It was a censored film.","film","film","censored","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.125827759504318,0.105175092816353,0.039997011423111,0.163686156272888,0.0254274923354387,6.6877612425742e-07,0.0296413116157055,0.225108608603477,0.124103918671608,0.0673272982239723,0.273362457752228,0.156866580247879,0.05714001506567,0.407692849636078,0.0232850313186646,0.0924476906657219,1.20277876547448e-09,1.02609171159784e-11,9.16391229566216e-08,2.51254468619511e-11,2.32038615631075e-28,2.30563691729913e-05,1.01838456919752e-17,0.188082009553909
"1791","It was a transparent film.","film","film","transparent","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.0715279877185822,0.0861431136727333,0.035440269857645,0.226868078112602,0.00089607149129733,1.80745516331626e-07,0.265279054641724,0.359994649887085,0.124887503683567,0.0995189175009728,0.318670302629471,0.292756199836731,0.108507849276066,0.747454106807709,0.0349752455949783,0.354750871658325,2.91673849517338e-08,1.30958677235782e-09,2.39258542933385e-06,3.55975316779222e-07,0,0.00157311186194419,4.54985441683542e-14,0.0293597672134638
"1792","It was a charitable foundation.","foundation","foundation","charitable","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.460431754589081,0.166117742657661,0.115610711276531,0.0884189680218697,0.00092970021069049,2.21712571146782e-06,0.507954955101013,0.395042300224304,0.0767578259110451,0.373198568820953,0.527020335197449,0.33422264456749,0.0939611047506332,0.818662047386169,0.00645800260826945,0.400816142559052,2.70751030484462e-08,0.962758481502533,1.02992351003195e-06,1.61621862559969e-08,1.79187844941042e-31,0.00226946920156478,1.30977770980511e-24,2.96797793453152e-07
"1793","It was an educational foundation.","foundation","foundation","educational","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.236090376973152,0.169887021183968,0.071397490799427,0.112677052617073,0.0326020233333111,1.26878157971078e-05,0.350521504878998,0.365422368049622,0.0882172212004662,0.393956631422043,0.3946712911129,0.242665573954582,0.0976074784994125,0.82429164648056,0.0119422869756818,0.267688870429993,2.27477214842509e-09,0.665407061576843,1.07694518192147e-07,2.87973311863254e-09,6.70584400066835e-35,0.0224570501595736,1.93688282461898e-20,6.98308667779202e-07
"1794","It was a wooden foundation.","foundation","foundation","wooden","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.196279346942902,0.174723073840141,0.0101454220712185,0.125099688768387,0.00654649175703525,1.22779212574642e-07,0.11187756806612,0.331360250711441,0.164642348885536,0.2076625674963,0.21470183134079,0.26668244600296,0.114046327769756,0.825997292995453,0.0785750821232796,0.346597909927368,2.40876971702164e-07,0.35215425491333,2.01199077309866e-06,1.36497275704528e-08,1.53729324714489e-37,0.413003504276276,4.0966215879637e-13,0.00033856587833724
"1795","It was a mathematical function.","function","function","mathematical","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.510442614555359,0.0293041542172432,0.0176617205142975,0.223000228404999,0.0002335835742997,3.67033806014661e-07,0.0104548707604408,0.460117787122726,0.157185271382332,0.54774135351181,0.778375923633575,0.410679757595062,0.156069740653038,0.767613232135773,0.065461777150631,0.414685666561127,5.57226591257898e-11,1.38191480800742e-05,2.30749064300539e-09,2.71183986724766e-12,2.8071932837529e-33,1.43974839375005e-05,1.9211854329626e-09,0.00275872810743749
"1796","It was a linear function.","function","function","linear","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.302846491336823,0.136923909187317,0.0842835158109665,0.193094536662102,0.00012789529864676,5.13199893248384e-06,0.029682969674468,0.264913350343704,0.102821111679077,0.374312579631805,0.650596141815186,0.393412172794342,0.121342808008194,0.770209550857544,0.131046310067177,0.308112740516663,4.46070624882111e-10,0.00010126909910468,2.09755608437945e-08,1.9746969684431e-11,1.14792183777996e-31,5.26331689343351e-09,1.73581396652189e-12,0.216647788882256
"1797","It was a social function.","function","function","social","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.371214479207993,0.0682527720928192,0.0669917836785316,0.0835666358470917,0.00125516112893819,1.80050010385457e-05,0.383962839841843,0.475313752889633,0.0939730331301689,0.392792761325836,0.642725110054016,0.414794683456421,0.112088970839977,0.751639664173126,0.015450457111001,0.427575796842575,3.99709876308663e-10,0.0207987260073423,3.89645151699369e-08,1.51221937749746e-10,0,6.42371444925516e-09,6.53860465218704e-21,1.18829530038056e-05
"1798","He was on the firm ground.","ground","ground","firm","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.152514606714249,0.031692698597908,0.0363236702978611,0.100720696151257,0.00013603533443529,6.44397596261115e-06,0.0114395525306463,0.371481746435165,0.228851899504662,0.174238175153732,0.458588182926178,0.227848947048187,0.0805002227425575,0.831207036972046,0.0627596378326416,0.354874134063721,6.20677109708367e-09,1.16703336061619e-06,1.1717524728283e-07,8.44569498781311e-08,1,0.999995112419128,4.6711467646794e-24,0.00360154639929533
"1799","He was on the frozen ground.","ground","ground","frozen","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.661912739276886,0.214381411671638,0.0424624606966972,0.173497200012207,4.59761504316702e-05,1.99194782908307e-05,0.136342823505402,0.378604769706726,0.207310974597931,0.312748581171036,0.556641817092896,0.30196213722229,0.123147778213024,0.809755265712738,0.174999490380287,0.440903276205063,3.25021054514707e-09,0.00871130917221307,1.12736330493135e-07,2.96685032097343e-09,5.77109540287924e-16,0.906653165817261,1.94858856161773e-07,0.543519139289856
"1800","He was on the camp ground.","ground","ground","camp","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.652439892292023,0.0420537814497948,0.0553457587957382,0.0290763694792986,4.918117338093e-05,5.27524980498129e-06,0.00155283894855529,0.360075622797012,0.194879934191704,0.363879173994064,0.667209386825562,0.286522090435028,0.100987151265144,0.825836598873138,0.114458277821541,0.168814867734909,2.62497028558073e-08,3.4054085773505e-08,1.08251519748137e-07,1.42064138231035e-08,3.37891883361863e-08,0.00010472557914908,6.22413856565807e-11,1.45576257182256e-06
"1801","They liked the night guard.","guard","guard","night","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.734949767589569,0.280329197645187,0.163821414113045,0.525889754295349,0.00577217433601617,8.19016277091578e-05,0.0193359684199095,0.480304598808289,0.258852392435074,0.231555044651031,0.226331397891045,0.297941088676453,0.135931178927422,0.868227660655975,0.113086014986038,0.174877092242241,2.25573362072629e-11,1.35848276840989e-05,2.23583840330832e-09,3.8370215338368e-10,4.62538791989875e-11,0.969089567661285,0.066041111946106,0.123864352703094
"1802","They liked the security guard.","guard","guard","security","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.404518127441406,0.247463643550873,0.0140396784991026,0.193264618515968,0.00040737507515586,0.00066304754000157,0.04631432518363,0.51900315284729,0.091157428920269,0.31837186217308,0.26768958568573,0.249545872211456,0.0633243173360825,0.880630314350128,0.00460584694519639,0.140060573816299,1.52852439039286e-10,0.00592077197507023,4.82762381182056e-08,1.02927284473253e-08,5.78064884848573e-09,1,1.40011647740269e-16,0.00234812078997492
"1803","They liked the coast guard.","guard","guard","coast","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.441760063171387,0.124435894191265,0.0240577962249517,0.110247850418091,0.00083536619786173,1.76999856194016e-06,0.0433198809623718,0.53899085521698,0.177119925618172,0.1841931194067,0.291228443384171,0.314174205064774,0.0779006034135818,0.869091093540192,0.03172867000103,0.201308816671371,1.04753228313825e-09,0.00182392552960664,2.81041607763655e-08,3.06052356791042e-08,3.55710328146586e-17,0.995566129684448,1.17105371217176e-14,0.0172359962016344
"1804","He had an assembly guide.","guide","guide","assembly","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.205909579992294,0.0514880120754242,0.112270556390285,0.114043653011322,0.00451939739286899,0.00043068785453215,0.0903910920023918,0.520393371582031,0.195522874593735,0.168410494923592,0.29600864648819,0.295278787612915,0.0409758947789669,0.919584631919861,0.056790865957737,0.338489890098572,7.4858797916022e-07,0.00344282807782292,4.64065851701889e-06,4.40602264006884e-07,1,1,1.0562331290333e-22,0.00013986340491101
"1805","He had a TV guide.","guide","guide","TV","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.50557941198349,0.105322152376175,0.0590772666037083,0.574269235134125,0.00130450713913887,3.95967845179257e-07,0.0420282147824764,0.448384582996368,0.0673972442746162,0.257154703140259,0.467227458953857,0.27422708272934,0.0609984956681728,0.864675521850586,0.0270647760480642,0.363524109125137,7.47439887760493e-09,0.00477615324780345,5.49592265031151e-08,1.25486530888619e-11,3.93735126073934e-17,0.00433150213211774,1.82540244100653e-25,6.7974001467519e-06
"1806","He had a talkative guide.","guide","guide","talkative","EleutherAI/pythia-14m","step143000","seed6",6,143000,0.293521165847778,0.0450105518102646,0.0747333914041519,0.0935134887695312,0.00808877777308225,1.58946011197258e-06,0.0423244684934616,0.315748810768127,0.162974059581757,0.102343767881393,0.232748299837112,0.168704807758331,0.0321688130497932,0.428752899169922,0.0197985246777534,0.243994757533073,3.47914692611084e-08,7.21988612895075e-07,4.45951968686131e-07,4.09838205039925e-11,5.63539862832255e-14,0.499471724033356,2.55936153224874e-30,0.00011418609938118
