sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,seed_name,seed,step
It was a grueling drill.,It was a challenging drill.,drill,drill,Same Sense,0.0058857272599393,1,2.888888889,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a grueling drill.,It was a challenging drill.,drill,drill,Same Sense,0.02860501877988142,2,2.888888889,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a grueling drill.,It was a challenging drill.,drill,drill,Same Sense,0.020691821154657064,3,2.888888889,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a grueling drill.,It was a challenging drill.,drill,drill,Same Sense,0.11211266597784553,4,2.888888889,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a grueling drill.,It was a challenging drill.,drill,drill,Same Sense,0.04057262732280209,5,2.888888889,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a grueling drill.,It was a challenging drill.,drill,drill,Same Sense,0.017713013359164087,6,2.888888889,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was an electric drill.,It was a battery-powered drill.,drill,drill,Same Sense,1.569422081182381e-08,0,4.0,6,8,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was an electric drill.,It was a battery-powered drill.,drill,drill,Same Sense,0.00687830824600133,1,4.0,6,8,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was an electric drill.,It was a battery-powered drill.,drill,drill,Same Sense,0.03590738806042593,2,4.0,6,8,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was an electric drill.,It was a battery-powered drill.,drill,drill,Same Sense,0.029538043012224513,3,4.0,6,8,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was an electric drill.,It was a battery-powered drill.,drill,drill,Same Sense,0.103279061235244,4,4.0,6,8,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was an electric drill.,It was a battery-powered drill.,drill,drill,Same Sense,0.036769485297792226,5,4.0,6,8,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was an electric drill.,It was a battery-powered drill.,drill,drill,Same Sense,0.013690267318317129,6,4.0,6,8,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a multiple-choice examination.,It was a prostate examination.,examination,examination,Different Sense,0.0,0,2.0,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a multiple-choice examination.,It was a prostate examination.,examination,examination,Different Sense,0.014910070137150622,1,2.0,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a multiple-choice examination.,It was a prostate examination.,examination,examination,Different Sense,0.03237670669141468,2,2.0,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a multiple-choice examination.,It was a prostate examination.,examination,examination,Different Sense,0.03743861511334734,3,2.0,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a multiple-choice examination.,It was a prostate examination.,examination,examination,Different Sense,0.18616559996381632,4,2.0,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a multiple-choice examination.,It was a prostate examination.,examination,examination,Different Sense,0.06014046889743796,5,2.0,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a multiple-choice examination.,It was a prostate examination.,examination,examination,Different Sense,0.02734597181195253,6,2.0,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a multiple-choice examination.,It was a physical examination.,examination,examination,Different Sense,0.0,0,3.125,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a multiple-choice examination.,It was a physical examination.,examination,examination,Different Sense,0.009141670285894632,1,3.125,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a multiple-choice examination.,It was a physical examination.,examination,examination,Different Sense,0.03853472565666416,2,3.125,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a multiple-choice examination.,It was a physical examination.,examination,examination,Different Sense,0.034109430891806514,3,3.125,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a multiple-choice examination.,It was a physical examination.,examination,examination,Different Sense,0.2267897689635191,4,3.125,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a multiple-choice examination.,It was a physical examination.,examination,examination,Different Sense,0.07162775665535048,5,3.125,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a multiple-choice examination.,It was a physical examination.,examination,examination,Different Sense,0.01637044515482866,6,3.125,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a difficult examination.,It was a prostate examination.,examination,examination,Different Sense,0.0,0,1.764705882,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a difficult examination.,It was a prostate examination.,examination,examination,Different Sense,0.009105631364009326,1,1.764705882,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a difficult examination.,It was a prostate examination.,examination,examination,Different Sense,0.052576720089846485,2,1.764705882,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a difficult examination.,It was a prostate examination.,examination,examination,Different Sense,0.034960794589372735,3,1.764705882,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a difficult examination.,It was a prostate examination.,examination,examination,Different Sense,0.20979745304428066,4,1.764705882,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a difficult examination.,It was a prostate examination.,examination,examination,Different Sense,0.06621936981867549,5,1.764705882,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a difficult examination.,It was a prostate examination.,examination,examination,Different Sense,0.04487996697082186,6,1.764705882,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a difficult examination.,It was a physical examination.,examination,examination,Different Sense,0.0,0,2.625,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a difficult examination.,It was a physical examination.,examination,examination,Different Sense,0.008217874707174722,1,2.625,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a difficult examination.,It was a physical examination.,examination,examination,Different Sense,0.024817370835248265,2,2.625,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a difficult examination.,It was a physical examination.,examination,examination,Different Sense,0.023600956227389225,3,2.625,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a difficult examination.,It was a physical examination.,examination,examination,Different Sense,0.17771256288637027,4,2.625,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a difficult examination.,It was a physical examination.,examination,examination,Different Sense,0.051567402983753285,5,2.625,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a difficult examination.,It was a physical examination.,examination,examination,Different Sense,0.028221520278909784,6,2.625,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a multiple-choice examination.,It was a difficult examination.,examination,examination,Same Sense,0.0,0,3.526315789,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a multiple-choice examination.,It was a difficult examination.,examination,examination,Same Sense,0.016853727308534516,1,3.526315789,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a multiple-choice examination.,It was a difficult examination.,examination,examination,Same Sense,0.05493382754797005,2,3.526315789,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a multiple-choice examination.,It was a difficult examination.,examination,examination,Same Sense,0.047083529705857496,3,3.526315789,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a multiple-choice examination.,It was a difficult examination.,examination,examination,Same Sense,0.1325281732708955,4,3.526315789,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a multiple-choice examination.,It was a difficult examination.,examination,examination,Same Sense,0.057546395147460516,5,3.526315789,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a multiple-choice examination.,It was a difficult examination.,examination,examination,Same Sense,0.032795533373595975,6,3.526315789,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a prostate examination.,It was a physical examination.,examination,examination,Same Sense,0.0,0,4.0,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a prostate examination.,It was a physical examination.,examination,examination,Same Sense,0.013413123307846497,1,4.0,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a prostate examination.,It was a physical examination.,examination,examination,Same Sense,0.04028936969254604,2,4.0,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a prostate examination.,It was a physical examination.,examination,examination,Same Sense,0.02392837998814268,3,4.0,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a prostate examination.,It was a physical examination.,examination,examination,Same Sense,0.12335707778763227,4,4.0,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a prostate examination.,It was a physical examination.,examination,examination,Same Sense,0.03875788076925568,5,4.0,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a prostate examination.,It was a physical examination.,examination,examination,Same Sense,0.01650844348809377,6,4.0,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had an electric fan.,They had a zealous fan.,fan,fan,Different Sense,6.466463253751442e-09,0,0.266666667,6,7,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had an electric fan.,They had a zealous fan.,fan,fan,Different Sense,0.015672883578595864,1,0.266666667,6,7,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had an electric fan.,They had a zealous fan.,fan,fan,Different Sense,0.049917628732535024,2,0.266666667,6,7,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had an electric fan.,They had a zealous fan.,fan,fan,Different Sense,0.048120364480795264,3,0.266666667,6,7,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had an electric fan.,They had a zealous fan.,fan,fan,Different Sense,0.18903214123533563,4,0.266666667,6,7,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had an electric fan.,They had a zealous fan.,fan,fan,Different Sense,0.06621439272260743,5,0.266666667,6,7,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had an electric fan.,They had a zealous fan.,fan,fan,Different Sense,0.04107716740713485,6,0.266666667,6,7,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had an electric fan.,They had an enthusiastic fan.,fan,fan,Different Sense,6.466463253751442e-09,0,0.0,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had an electric fan.,They had an enthusiastic fan.,fan,fan,Different Sense,0.019518832948191123,1,0.0,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had an electric fan.,They had an enthusiastic fan.,fan,fan,Different Sense,0.038840531442456694,2,0.0,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had an electric fan.,They had an enthusiastic fan.,fan,fan,Different Sense,0.03288053222077347,3,0.0,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had an electric fan.,They had an enthusiastic fan.,fan,fan,Different Sense,0.1201616440229486,4,0.0,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had an electric fan.,They had an enthusiastic fan.,fan,fan,Different Sense,0.0523695535269455,5,0.0,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had an electric fan.,They had an enthusiastic fan.,fan,fan,Different Sense,0.04386896142569596,6,0.0,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had a ceiling fan.,They had a zealous fan.,fan,fan,Different Sense,6.466463253751442e-09,0,0.2,6,7,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had a ceiling fan.,They had a zealous fan.,fan,fan,Different Sense,0.00803032284811278,1,0.2,6,7,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had a ceiling fan.,They had a zealous fan.,fan,fan,Different Sense,0.032592804229279904,2,0.2,6,7,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had a ceiling fan.,They had a zealous fan.,fan,fan,Different Sense,0.02190631695973899,3,0.2,6,7,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had a ceiling fan.,They had a zealous fan.,fan,fan,Different Sense,0.2409427182467142,4,0.2,6,7,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had a ceiling fan.,They had a zealous fan.,fan,fan,Different Sense,0.07304111956765735,5,0.2,6,7,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had a ceiling fan.,They had a zealous fan.,fan,fan,Different Sense,0.02655762711995191,6,0.2,6,7,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had a ceiling fan.,They had an enthusiastic fan.,fan,fan,Different Sense,6.466463253751442e-09,0,0.071428571,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had a ceiling fan.,They had an enthusiastic fan.,fan,fan,Different Sense,0.005404379428056383,1,0.071428571,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had a ceiling fan.,They had an enthusiastic fan.,fan,fan,Different Sense,0.037339042791997956,2,0.071428571,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had a ceiling fan.,They had an enthusiastic fan.,fan,fan,Different Sense,0.02016091642452844,3,0.071428571,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had a ceiling fan.,They had an enthusiastic fan.,fan,fan,Different Sense,0.269040415008187,4,0.071428571,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had a ceiling fan.,They had an enthusiastic fan.,fan,fan,Different Sense,0.07560683030662907,5,0.071428571,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had a ceiling fan.,They had an enthusiastic fan.,fan,fan,Different Sense,0.028985177486713587,6,0.071428571,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had an electric fan.,They had a ceiling fan.,fan,fan,Same Sense,6.466463253751442e-09,0,3.9,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had an electric fan.,They had a ceiling fan.,fan,fan,Same Sense,0.009470438265605008,1,3.9,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had an electric fan.,They had a ceiling fan.,fan,fan,Same Sense,0.0367245843719578,2,3.9,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had an electric fan.,They had a ceiling fan.,fan,fan,Same Sense,0.03127712669638305,3,3.9,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had an electric fan.,They had a ceiling fan.,fan,fan,Same Sense,0.2940020868282146,4,3.9,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had an electric fan.,They had a ceiling fan.,fan,fan,Same Sense,0.07783239599065428,5,3.9,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had an electric fan.,They had a ceiling fan.,fan,fan,Same Sense,0.02207401319192459,6,3.9,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had a zealous fan.,They had an enthusiastic fan.,fan,fan,Same Sense,6.466463253751442e-09,0,3.272727273,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had a zealous fan.,They had an enthusiastic fan.,fan,fan,Same Sense,0.008019176867902433,1,3.272727273,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had a zealous fan.,They had an enthusiastic fan.,fan,fan,Same Sense,0.015635108539907017,2,3.272727273,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had a zealous fan.,They had an enthusiastic fan.,fan,fan,Same Sense,0.01230667283428799,3,3.272727273,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had a zealous fan.,They had an enthusiastic fan.,fan,fan,Same Sense,0.07542113854796417,4,3.272727273,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had a zealous fan.,They had an enthusiastic fan.,fan,fan,Same Sense,0.022778351475557845,5,3.272727273,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They had a zealous fan.,They had an enthusiastic fan.,fan,fan,Same Sense,0.009393386023571648,6,3.272727273,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a text file.,She had a nail file.,file,file,Different Sense,0.0,0,0.214285714,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a text file.,She had a nail file.,file,file,Different Sense,0.0030423635161827,1,0.214285714,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a text file.,She had a nail file.,file,file,Different Sense,0.05121164741818951,2,0.214285714,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a text file.,She had a nail file.,file,file,Different Sense,0.041108987537752384,3,0.214285714,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a text file.,She had a nail file.,file,file,Different Sense,0.19125859774172682,4,0.214285714,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a text file.,She had a nail file.,file,file,Different Sense,0.04813085155625385,5,0.214285714,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a text file.,She had a nail file.,file,file,Different Sense,0.02450284908249012,6,0.214285714,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a text file.,She had a steel file.,file,file,Different Sense,0.0,0,0.384615385,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a text file.,She had a steel file.,file,file,Different Sense,0.005372231468808275,1,0.384615385,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a text file.,She had a steel file.,file,file,Different Sense,0.05770551351150732,2,0.384615385,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a text file.,She had a steel file.,file,file,Different Sense,0.04722125032774249,3,0.384615385,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a text file.,She had a steel file.,file,file,Different Sense,0.35384753883061604,4,0.384615385,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a text file.,She had a steel file.,file,file,Different Sense,0.0791449721240064,5,0.384615385,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a text file.,She had a steel file.,file,file,Different Sense,0.02396066564530941,6,0.384615385,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a data file.,She had a nail file.,file,file,Different Sense,0.0,0,0.083333333,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a data file.,She had a nail file.,file,file,Different Sense,0.003702743188598201,1,0.083333333,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a data file.,She had a nail file.,file,file,Different Sense,0.06311154320316059,2,0.083333333,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a data file.,She had a nail file.,file,file,Different Sense,0.04837945988965653,3,0.083333333,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a data file.,She had a nail file.,file,file,Different Sense,0.21803437664870384,4,0.083333333,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a data file.,She had a nail file.,file,file,Different Sense,0.06316604196970454,5,0.083333333,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a data file.,She had a nail file.,file,file,Different Sense,0.029550544504364562,6,0.083333333,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a data file.,She had a steel file.,file,file,Different Sense,0.0,0,0.25,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a data file.,She had a steel file.,file,file,Different Sense,0.0082599155806784,1,0.25,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a data file.,She had a steel file.,file,file,Different Sense,0.07744672627468896,2,0.25,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a data file.,She had a steel file.,file,file,Different Sense,0.05217834308382696,3,0.25,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a data file.,She had a steel file.,file,file,Different Sense,0.3356276627345698,4,0.25,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a data file.,She had a steel file.,file,file,Different Sense,0.0863385513615218,5,0.25,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a data file.,She had a steel file.,file,file,Different Sense,0.022220458055606462,6,0.25,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a text file.,She had a data file.,file,file,Same Sense,0.0,0,3.6,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a text file.,She had a data file.,file,file,Same Sense,0.004130739820118023,1,3.6,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a text file.,She had a data file.,file,file,Same Sense,0.021539503724856135,2,3.6,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a text file.,She had a data file.,file,file,Same Sense,0.015757928000296073,3,3.6,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a text file.,She had a data file.,file,file,Same Sense,0.11903420223987848,4,3.6,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a text file.,She had a data file.,file,file,Same Sense,0.03400458181437438,5,3.6,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a text file.,She had a data file.,file,file,Same Sense,0.01175440373676806,6,3.6,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a nail file.,She had a steel file.,file,file,Same Sense,0.0,0,1.8125,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a nail file.,She had a steel file.,file,file,Same Sense,0.00573706696418208,1,1.8125,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a nail file.,She had a steel file.,file,file,Same Sense,0.029005463226935646,2,1.8125,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a nail file.,She had a steel file.,file,file,Same Sense,0.02209106848489162,3,1.8125,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a nail file.,She had a steel file.,file,file,Same Sense,0.14617284938929398,4,1.8125,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a nail file.,She had a steel file.,file,file,Same Sense,0.03380517583163811,5,1.8125,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a nail file.,She had a steel file.,file,file,Same Sense,0.012761680890832516,6,1.8125,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was an action film.,It was a transparent film.,film,film,Different Sense,1.6386633161502573e-09,0,1.222222222,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was an action film.,It was a transparent film.,film,film,Different Sense,0.002128473485596305,1,1.222222222,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was an action film.,It was a transparent film.,film,film,Different Sense,0.024195863261797235,2,1.222222222,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was an action film.,It was a transparent film.,film,film,Different Sense,0.031601708916622284,3,1.222222222,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was an action film.,It was a transparent film.,film,film,Different Sense,0.4397259561917026,4,1.222222222,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was an action film.,It was a transparent film.,film,film,Different Sense,0.08646733409221952,5,1.222222222,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was an action film.,It was a transparent film.,film,film,Different Sense,0.022073885454774622,6,1.222222222,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was an action film.,It was a plastic film.,film,film,Different Sense,1.6386633161502573e-09,0,0.388888889,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was an action film.,It was a plastic film.,film,film,Different Sense,0.004334637618243931,1,0.388888889,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was an action film.,It was a plastic film.,film,film,Different Sense,0.03643434248206967,2,0.388888889,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was an action film.,It was a plastic film.,film,film,Different Sense,0.04569313419573484,3,0.388888889,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was an action film.,It was a plastic film.,film,film,Different Sense,0.3276813986834646,4,0.388888889,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was an action film.,It was a plastic film.,film,film,Different Sense,0.0784818361956563,5,0.388888889,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was an action film.,It was a plastic film.,film,film,Different Sense,0.030734886949315365,6,0.388888889,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a censored film.,It was a transparent film.,film,film,Different Sense,1.6386633161502573e-09,0,1.444444444,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a censored film.,It was a transparent film.,film,film,Different Sense,0.0013796669793563199,1,1.444444444,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a censored film.,It was a transparent film.,film,film,Different Sense,0.015051372302597121,2,1.444444444,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a censored film.,It was a transparent film.,film,film,Different Sense,0.014575265028277218,3,1.444444444,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a censored film.,It was a transparent film.,film,film,Different Sense,0.15960344966022955,4,1.444444444,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a censored film.,It was a transparent film.,film,film,Different Sense,0.02981654651219423,5,1.444444444,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a censored film.,It was a transparent film.,film,film,Different Sense,0.014285023075494618,6,1.444444444,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a censored film.,It was a plastic film.,film,film,Different Sense,1.6386633161502573e-09,0,0.066666667,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a censored film.,It was a plastic film.,film,film,Different Sense,0.0019905334123039298,1,0.066666667,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a censored film.,It was a plastic film.,film,film,Different Sense,0.03754696296321369,2,0.066666667,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a censored film.,It was a plastic film.,film,film,Different Sense,0.025157928854153577,3,0.066666667,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a censored film.,It was a plastic film.,film,film,Different Sense,0.17469811112876088,4,0.066666667,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a censored film.,It was a plastic film.,film,film,Different Sense,0.039874086710796286,5,0.066666667,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a censored film.,It was a plastic film.,film,film,Different Sense,0.018319156388902136,6,0.066666667,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
